"","regen_pipo","YEAR.DIFF","BALive_pipo","BALiveTot","CMD_1995","MAP_1995","def59_z_13","REBURN","FIRE.SEV"
"246","0",8,29.9,52.82,758.94,455.59,0.049999992052714,"Y",1
"247","0",6,55.99,60.99,632.95,534.03,-1.09666667381922,"Y",2
"248","0",9,36.95,36.95,849.12,312.46,1.00333333015442,"N",2
"249","0",9,27.51,27.51,484.6,517.78,1.00666669011116,"N",1
"250","0",9,13.27,79.5,637.78,451.79,0.986666679382324,"N",1
"251","0",10,40.89,168.17,534.22,588.19,-0.259999990463257,"N",4
"252","0",7,1.99,171.81,741.1,478.29,-0.269999995827675,"N",2
"253","0",9,30.76,63.97,584.6,426.83,0.99333334962527,"N",2
"254","0",8,70.68,94.14,654.46,556.95,0.0899999936421712,"Y",1
"255","0",8,66.92,66.92,589.2,607.27,0.0866666634877523,"N",2
"256","0",17,41.21,51.03,713.49,476.16,0.0166666532556216,"N",1
"257","1",7,103.02,103.02,502.55,659.61,0.243333339691162,"Y",2
"258","0",5,0,0,546.18,579.32,0.533333336313566,"Y",3
"259","0",3,135.43,144.46,687.07,524.58,0.659999996423721,"Y",1
"260","0",22,70.5,94.17,730.64,467.34,-0.870000024636587,"Y",1
"261","0",11,124.61,132.49,564.35,602.37,0.773333313564459,"Y",1
"262","1",21,0,21.17,508.13,858.46,-0.0366666913032532,"Y",4
"263","0",9,15.22,21.13,748.18,483.94,0.706666658322016,"Y",2
"264","0",9,0,7.26,764.52,472.29,0.869999984900157,"Y",4
"265","0",11,12.34,27.62,826.32,501.1,0.499999993170301,"N",3
"266","1",9,0,0,573.27,728.15,0.683333322405815,"Y",4
"267","1",9,0,3.17,666.58,593.9,0.723333358764648,"Y",4
"268","0",9,0,2.88,727.75,502.12,0.839999993642171,"Y",4
"269","0",7,0,25.07,698.48,746.83,-0.0133333206176758,"N",2
"270","0",11,0,31.55,561.35,496,0.233333314458529,"Y",4
"271","0",5,3.92,37.82,716.32,439.15,0.683333357175191,"Y",2
"272","0",1,37.23,37.23,393.61,717.92,0.0833333333333333,"Y",3
"273","0",1,18.57,25.47,517.99,556.11,-0.06666665772597,"N",3
"274","0",1,11.35,16,435.55,730.6,0.096666673819224,"Y",3
"275","0",1,64.77,64.77,531.12,672.52,-0.0866666634877523,"Y",2
"276","1",12,100.32,101.83,590.02,659.79,0.720000008742015,"Y",1
"277","0",13,12.05,123.76,675.06,602.7,0.41000000325342,"Y",1
"278","0",1,0,4.11,724.93,608.01,0.0166666625688473,"Y",4
"279","0",2,251.22,251.22,675.29,494.34,0.0333333363135656,"Y",1
"280","1",5,87.73,90.16,608.05,541.88,0.72666667898496,"Y",2
"281","1",7,7.58,87.88,775.51,401.81,-0.11000000188748,"Y",2
"282","0",9,30.17,48.22,541.64,781.35,-0.00999999791383743,"Y",2
"283","1",9,70.18,70.18,753.69,409.84,0.00999999791383743,"Y",2
"284","0",5,28.48,69.89,490.06,867.75,0.089999998609225,"Y",3
"285","0",11,0.91,0.91,461.61,886.28,0.666666666666667,"Y",4
"286","0",15,86.44,90.71,840.22,490.93,-0.360000018030405,"Y",1
"287","0",2,79.49,79.49,524.6,652.67,-0.0900000035762787,"Y",2
"288","0",2,97.07,108.9,597.99,657.62,-0.0999999940395355,"Y",2
"289","0",2,18.57,115.22,576.46,607.03,-0.0566666722297668,"Y",1
"290","0",1,36.29,36.29,637.06,638.31,-0.0966666713356972,"Y",1
"291","0",2,9.52,26.72,517.08,668.97,-0.0766666680574417,"Y",1
"292","1",10,0,24.7,724.29,498.05,0.730000019073486,"Y",4
"293","0",10,0,17.14,701.77,515.03,0.799999972184499,"Y",4
"294","1",11,71.37,92.48,552.45,732.98,0.70333331823349,"Y",4
"295","0",11,27.06,106.85,750.46,505.89,0.799999972184499,"Y",1
"296","0",11,4.66,11.09,809.76,449.98,0.876666645208995,"Y",3
"297","1",10,1.97,19.38,699.98,558.81,0.72666667898496,"Y",4
"298","1",11,3.53,6.34,754.59,483.57,0.8599999944369,"Y",3
"299","0",10,0,12.45,786.37,489.36,0.830000023047129,"Y",3
"300","0",10,0,3.76,787.82,491.37,0.856666684150696,"Y",3
"301","0",11,3.48,17.69,744.85,523.53,0.72666667898496,"Y",3
"302","0",10,0,3.65,808.51,505.25,0.773333340883255,"Y",4
"303","0",10,70.53,93.71,811.27,505.5,0.876666665077209,"Y",2
"304","0",12,8.3,83.66,732.03,567.93,0.796666669348876,"N",1
"305","0",4,0,90.31,792.16,566.84,0.453333328167597,"Y",3
"306","0",9,0,0,471.42,508.16,0.656666666269302,"Y",2
"307","1",9,41.65,47.99,369.68,536.79,0.646666663388411,"Y",2
"308","0",22,0.8,18.68,378.88,743.47,0.646666646003723,"N",1
"309","0",23,16.46,102.08,515.55,725.74,0.366666649778684,"N",1
"310","0",24,18.62,18.62,562.62,713.83,0.266666653876503,"N",3
"311","0",4,29.12,29.12,587.39,593.23,0.163333339616656,"Y",1
"312","1",19,35.28,35.28,446.33,917.18,-0.663333296775818,"N",1
"313","0",20,0,0,620.5,527.48,-0.43666668732961,"N",4
"314","0",1,0,0,414.7,753.32,0.933333347241084,"Y",1
"315","1",11,44.89,78.68,335.45,897.52,0.996666664878527,"N",2
"316","0",6,13.79,53.22,357.47,773.86,0.930000009636084,"N",2
"317","0",1,0,0,391.79,646.04,0.8599999944369,"N",3
"318","0",6,0,0,368.21,736.92,-0.333333333333333,"N",4
"319","1",11,66.68,166.12,289.86,891.86,1.05000002185504,"Y",1
"320","0",8,91.27,91.27,400.82,610.18,0.860000004371007,"Y",2
"321","0",27,51.83,64.96,458.11,590.88,0.463333318630854,"N",3
"322","0",6,39.29,46.9,400.2,707.78,-0.49999999627471,"Y",1
"323","0",13,3.75,14.87,337.49,779.2,0.606666661798954,"Y",2
"325","0",7,40.48,85.18,324.8,837.58,0.943333352605502,"Y",2
"327","0",12,7.09,32.6,290.22,621.52,0.786666687577963,"N",2
"328","0",27,23.76,23.76,570.68,424.2,0.173333317041397,"Y",1
"329","0",12,20.14,36.95,329.42,583.67,1.25999999046326,"N",2
"330","0",4,96.09,132.9,417.29,659.88,-0.456666653354963,"Y",1
"331","0",5,57.9,158.96,367.32,764.45,-0.28999999165535,"Y",2
"332","0",5,31.67,55.31,488.92,597.67,0.436666677395503,"N",1
"333","0",6,24.28,43.18,382.59,744.14,-0.55000001937151,"Y",1
"334","0",12,1.34,42.97,287.48,986.1,0.916666666666667,"N",1
"335","0",5,33.72,56.31,435.34,685.24,0.42666665216287,"N",1
"336","0",7,0,0,464.26,481.72,0.229999995479981,"Y",3
"337","0",11,0,0,518.45,489.59,0.613333334525426,"Y",2
"338","0",13,0,0,401.55,607.79,0.999999980131785,"Y",2
"339","0",10,51.74,62.83,372.9,521.89,0.253333335121473,"N",2
"340","1",11,35.43,35.43,438.74,483.73,0.723333338896433,"Y",1
"341","1",11,0,0,425.55,491.81,0.663333346446355,"Y",4
"342","0",5,0,0,554.43,372.7,0.0766666730244954,"N",4
"344","0",10,0,0,348.32,601.27,0.0100000103314718,"N",2
"345","0",9,4.75,4.75,538.25,318.54,0.27333332474033,"N",3
"346","0",9,0,0,540.97,320.91,0.329999986415108,"N",4
"347","0",4,28.82,53.47,206.08,585.37,-0.303333319723606,"N",2
"348","1",28,50.24,50.24,479.66,332.95,-0.296666658793886,"N",2
"349","1",28,30.58,30.58,528.19,358.46,-0.520000005761782,"Y",1
"350","0",27,11.11,11.11,527.89,355.23,-0.496666669845581,"N",2
"352","0",27,53.22,53.22,531.86,353.69,0.329999983310699,"Y",2
"354","0",8,0,0,560.67,359.91,0.510000015298525,"N",2
"355","0",9,5.46,5.46,339.45,654.51,0.290000011523565,"N",2
"356","0",11,0,0,366.22,524.28,0.866666652262211,"N",1
"357","0",6,20.13,21.09,575.67,337.94,-0.0933333386977514,"N",2
"358","1",24,0.85,0.85,457.68,385.95,0.250000009934107,"N",3
"359","0",5,1.79,5.91,438.98,503.33,-0.0166666805744171,"N",2
"360","0",5,0,0,291.53,542.52,0.433333332339923,"N",2
"361","0",5,0,0,428.17,436.15,0.386666666716337,"N",2
"362","0",27,21.26,21.26,537.88,360.03,-0.529999986290932,"N",1
"363","0",6,32.99,32.99,522.5,362.71,0.103333344062169,"N",3
"364","1",3,24.93,29.72,539.33,355.66,-0.61666664481163,"N",1
"365","0",1,12.95,12.95,555.71,381.69,-0.700000007947286,"Y",3
"366","0",10,0,0,579.07,340.92,0.2833333487312,"Y",3
"367","0",7,0,0,521.03,319.54,0.106666664282481,"Y",3
"368","1",7,7.18,7.18,492.98,324.92,0.133333330353101,"Y",2
"369","0",6,0,0,452.26,488.32,-0.0300000111262004,"Y",2
"370","0",29,105.96,105.96,501.74,366.05,-0.496666664878527,"Y",2
"371","0",1,0,0,548.57,351.16,-0.949999988079071,"N",4
"372","0",2,0,0,590.03,335.31,0.193333347638448,"Y",3
"373","0",1,0,0,580.13,357.29,-0.930000007152557,"N",4
"374","0",1,25.35,25.35,567.11,345.42,-0.9699999888738,"Y",2
"375","1",25,12.38,12.38,582.13,369.58,0.333333333333333,"Y",3
"376","1",6,0,0,330.15,551.91,-0.40999998152256,"Y",3
"378","0",6,7.18,7.18,597.73,564.58,-0.0866666634877523,"N",1
"379","0",1,120.93,171.91,523.88,703.72,-0.803333312273026,"N",1
"380","0",8,31.21,81.27,687.59,481.95,-1.08999999364217,"Y",1
"381","0",11,74.51,74.51,789.3,462.23,0.899999996026357,"N",3
"382","0",1,34.25,155.18,705.91,495.39,-0.740000009536743,"Y",1
"383","0",8,23.04,143.74,545.65,600.48,-1.0799999833107,"Y",2
"384","0",3,8.82,70.82,809.16,489.88,0.703333323200544,"N",2
"385","0",1,0,1.38,712.11,574.88,-0.770000000794729,"N",3
"386","0",11,25.11,25.11,863.8,304.41,1,"N",3
"388","1",18,2.96,37.46,451.06,658.86,-0.279999981323878,"N",3
"389","0",4,19.61,89.36,626.87,578.13,0.630000021308661,"N",1
"390","0",1,32.25,122.4,749.05,560.67,-0.763333310683568,"N",2
"391","1",2,85.51,85.51,658.85,558.13,-0.0666666726271311,"Y",2
"392","0",8,42.57,72.55,624.08,533.49,-0.193333337704341,"N",2
"394","0",2,0,0,313.57,654.44,0.576666673024495,"Y",3
"396","0",7,0,0,667.21,454.21,-0.0266666548947493,"N",2
"398","0",9,61.53,61.53,512.51,591.23,0.266666676849127,"N",2
"399","1",3,51.25,126.69,539.62,618.24,0.66666668963929,"N",2
"400","1",9,35.37,35.37,626.65,574.03,0.0899999936421712,"Y",1
"401","0",19,18.12,40.62,730.99,425.05,0.0166666718820731,"N",2
"402","0",15,31.15,31.15,410.18,460.61,-1.20999997854233,"Y",3
"404","0",11,22.95,22.95,415.17,429.28,0.330000011871258,"N",2
"405","0",17,6.08,36.98,619.47,339.17,-0.783333318928877,"N",1
"406","1",9,8.33,8.33,546.5,372.31,0.186666662494342,"N",2
"407","0",1,6.52,6.52,551.9,364.83,0.310000042120616,"N",2
"408","0",6,0,0,553.79,348.34,-0.0633333325386047,"N",2
"409","0",7,16.43,17.32,538.35,345.63,-0.0599999974171321,"N",1
"410","0",7,0,0,608.59,344.84,0.0233333309491475,"N",2
"411","0",10,13.06,13.06,410.96,477.42,0.353333334128062,"N",3
"412","0",5,6.99,6.99,498.61,401.88,-0.136666675408681,"N",3
"413","0",1,3.03,35.95,612,373.66,-0.263333320617676,"N",2
"414","1",2,0,0,530.99,394.44,0.736666669448217,"Y",1
"415","0",1,0,0,438.51,443.55,0.32999994357427,"Y",3
"416","0",11,0,0,563.73,449.71,0.54333333671093,"N",2
"417","0",9,6.8,6.8,409.55,548.01,0.630000000198682,"N",2
"418","0",29,0,0,511.89,398.13,0.56000000735124,"N",4
"419","0",2,0,0,407.21,499.15,-0.506666670242945,"N",3
"420","0",12,5.14,5.14,461.98,453.33,0.290000005314748,"N",3
"421","0",6,25.22,53.18,508.85,525.87,-0.0533333346247673,"Y",3
